,ROWID,TWEETS
3312,3313,Salman apko mujh pa trust ni ha ya ap khuc smjhty he ni mujhe
3313,3314,bhaijaan hume aap par pura barosa he..aap aisi baat kavi kaar hi nhi skte..lov u bhaijaan??
3314,3315,U r absolutely right bhai aap aisa kbhi bayan hi nai desakte muslim k khilaaf yeh sab apko badnam karne ki aur apki image ko kharab karne planning. Hope inshallaha police jald se jald inn dhokebaaz logon ko giraftaar karle.
3315,3316,bhaya ye bhajrangi bhai Jan ko flop krnay k leye ye kaam kya ja raha hy
3316,3317,Bhai me samjha samjha ke thak gya tha logo ko
3317,3318,I love uuii salman khaan ;-);-);-);-)
3318,3319,I blv u.. Kp shining ma luv.. TZ luvs u.. :) :*
3319,3320,I know bhai Muslim kabhi kisi ke religion ke baare me galat nahi bolta.
3320,3321,"Vai always we love u, or hm sabko paataha aap aisa kuch nahi karenge jo kisiko dukh pouche.. always vaijaan r8 or jo kartaha kisiko na kisiko vala hotaha.."
3321,3322,Salman bhai bharosa hai aap par..
3322,3323,kitny farigh log ho yar kyn requests bhej ry ho
3323,3324,Don't worry bhai.. kehne wale kehte rahein just ignore.. #Being_human_bajrangi_bhaijaan_6_days_to_go
3324,3325,Ek the tiger bhi super hit hua Yarr sallu Bhai lekin there naam ka kia look ta app ka sallu Bhai ekdam radhe
3325,3326,Salman bhai tension mat lo..hum is ovaisi ki baaton me nhi aane wale..movie super duper hit he
3326,3327,Choro sir..ye country kbhi feelings ke respect krna ni seekh sakta..
3327,3328,#salman khan is rocking star
3328,3329,Kuch log zindagi bar nhi samjte or na dusro ko samjhne dete h kud toh bekar hote h dusro ko bhi apni tarh bana dete isliye vo kabhi nhi samjege.
3329,3330,Hmare bina tera koi wajood nhi #salman ..sale pathano k nam p kalank h tu
3330,3331,Salman Bhai esi post ka intezaar tha thank u bhai shukriya Maherbani.
3331,3332,J'ai ho kay tym nahi Kaha tha appna
3332,3333,Salman bhai mujhe to pata hai ke ye sub news jo bhi hai wo ghalat hai app ki film dekhne ke baad sub ko maloom hota ke koun kya hai aur koun kya hai
3333,3334,We dnt blv sch nonsense keep da gud wrk!!
3334,3335,Aapne ye sbko btayaki hm insan haitb hindu ur musalmanNd india ur Pakistan. ..Bt pta nhi kyu log smjhte nhiBt koi nhi One day they wil realize.
3335,3336,"Tension nehi leneka vai,kuch bhi ho jaye,kuch bhi loog kahe hum hamesha aapke saath hay,ek aan,ek shaan ek hamara bhaai Jaan :*just waiting for Bajrangi Bhaaijaan :)Love and Respect From Bangladesh.."
3336,3337,pehle mai musalman hun bad mai bhai ka frnz hunn frenz hai bhajrangi movie flop hogi dekh lena
3337,3338,Yr tum sab ko bahut takleef he bhai ki sadi. ..se. ..heiinn?
3338,3339,Sojaa yrr boor mtkr Alia Khan
3339,3340,Mere yeha ek ladka bhi nhi jayega movie dekhne
3340,3341,aBHI SE SALMAN BHAI TENSION MAI HAHAHAHAHAHAHA
3341,3342,salman kya hai aam insan hai hamari tarha jo help manga hai allah se mango
3342,3343,kuch karna se pehla soch kar karna
3343,3344,Salman bhai kiyu aap sab se banga le rahe ho aap aap ke kam me jan do pilz
3344,3345,Hey koi meri sister ko pareshan mat karo
3345,3346,Ap jesi jaha miljati he fir durghatna ghatjati he
3346,3347,OK Alia Bora mtmano sujao khoda Hafiz by Mafi mangne ki adat nhi samajjao byy..
3347,3348,Aur raha bt salman khan ka to salman khan ko apna name chenge kar dena chahiye salman nhi rakh k unko salman kumar rakhnaa chahiye isliye k o muslma k name per dhabaa haii
3348,3349,Koi rahe ya na rahe mai apke sath hu salman bhai
3349,3350,Salman Khan tere pean dee phudhe mara kece randi k beachy
3350,3351,Love youui bhaii
3351,3352,BHAI SE BDA KOI SUPERSTAR NHI H DUNIYA ME
3352,3353,Sala hrami muslmano ka dushman badnam kiya hai Muslman ko kalank hai kabrustan mai tera paisa kaam nahi aayega balki #aamaal aor sabse pahle #imaan #pakka hai ya nahi
3353,3354,Sahi h fir agar aisi baat h to ..Jo log afwah uda rahe unhen ye sab nhi krna chahye..Islam jhut nhi sikhata h
3354,3355,Yes i knw u r a gener0us n p0stv prsn i belev tht c0z i felt n obsrvd tht:-)
3355,3356,bb dekhenge pakka
3356,3357,Salman Bhaijaan ye sab un logoo ki chal hai jo ye chahtai hai ki app ki image ko nukshan ho
3357,3358,Yes puri duniya aapke khilaf ku na ho jaye mujhe aapke upar pura bhrosa h or marte dum tak rahega salman bhaijaan love you
3358,3359,salman sir aap bohut piyaare ho mashallah
3359,3360,dusroo ki ni khud ki suno..koi na hatthii chalti h to kutte bahukktee h..
3360,3361,kya tum ko pata hai ke tumhara kya religion hai neither muslim nor hindu
3361,3362,chup karo paglo rulaoge kya .. senti batee karre sab :'(lolz
3362,3363,salman khan to ghode bech ke sogaye hoge. aur yahan machi market banare sab . sojao salman ke deewano
3363,3364,theater me ja k salman ka movie kabhi nahi dekhunga Internet pe 10 din k baad aayega download kar k dekhung!! free me
3364,3365,sir aapse milne or baat krne ki bahut ekchh thi
3365,3366,Insan ki koi cast nahi hoti ji ..aj dont wory
3366,3367,Harami ki aulaad hai salman
3367,3368,aise nahi bolte sar ko..
3368,3369,Jai ho jai ho jai ho. Bhajrangi bhaijaan
3369,3370,To hum kya karay
3370,3371,"Hai salman i' from idonesia&maley, god"
3371,3372,jitne v salman ko gaali de rhe hai. sb owaisi ke dogle hai. sala sb galat msg failata hai owaisi supporters
3372,3373,Bhaijaan aapne sahi baat kahi hai ..hum sab ak hain hume faltu rumer se bachana hog a..
3373,3374,khano mn khan salman khan jan
3374,3375,"Mashallah 2.3k comments and likes r 33,966 great 300 crores hai bhai ki film kai"
3375,3376,waitingg for bhaijaan
3376,3377,bhai aap tension mtlo humlog aap pr bht trust krte hai yeh films sab ki 300 crs kmayegi ..
3377,3378,"Bhaijaan yeh msg , apke Muslim brothers ho ghuma rahe hai apko badnam karne ke liye"
3378,3379,sir inshaallah may ap sy ek bar milon ga.sir ap sy galay mil jao ga.n
3379,3380,sir kasam sy may apkay movies ka muntazir hon.sir apki torri si role bi mjy achi lagti hy..sir mjy bhulaao pllzz sir
3380,3381,salman apki sch bht achi hy.. ALLAH PAK sb thek kren gy .ap preshan mt hn. stay blessed
3381,3382,BiNa muslim Ki hit karke dikhyenge hm
3382,3383,19 ko eid h or wo apni eidi lene zaroor ayega.
3383,3384,Ab eid celebrate krta ha kiya ramzan ka roza b rkhta ha.kyn k eid ka maza tb hi ata ha jb ramzan k roza rkho.
3384,3385,Yaar sallu bhai acche bande h to sala sab inke naam ko kharab karne me lage pade h
3385,3386,Hlo sir kya aap kbhi mujhse baat krege kuchh hai jo aapse share krna chahti hu
3386,3387,Salman bhai ..no tansion hm tumhare sath h ..koi frk nhi pdta hme ..koi bhe kuch bole aapke killaf
3387,3388,ok koi gal nai ji salman bhai
3388,3389,sallo mai ap se janna chahti ho kya ap n ye bola h hindu bhai mere liy q bola ap ko muslim bhi to dil s chahte h
3389,3390,Mai WO pars buy Kar k use mai paise rakh k use gift reaping karwaa k eid waale din namaz k baad jab Ammi se gale milkar eid Mubarak karungi tab mai ye gift unhe dedungi
3390,3391,i know mai janta tha ke sallu is tarha ke bekar bat kbhi nhi bol sakta
3391,3392,Bhai ajkirat appkesat
3392,3393,allaha aapk sath hai bhai
3393,3394,Bhai jaisa ap bolo waisa hoga
3394,3395,I knw sallu i dnt belive fake news u dnt wry ..
3395,3396,Hey salman bhai .kab Milo ge
3396,3397,Eid 2015 Hum sath sath bajrangi bhaijaan.
3397,3398,love u love u love u sallu?
3398,3399,eid ki part meri traf sye bhaijaan
3399,3400,"aap galat na the, na ho, na hi hoge. bhai aap ki sadi ka intijar pure world ko hai .kab super duper news de rahe ho aap."
3400,3401,bhaijaan love yoy
3401,3402,Hi salman sir please apse marnese pehale ek echha he ki main pako samnese ekbar dekhu filmo me dakhahe lekin ajatak main apko reall me nahi dekha but apko aur apke family ko ramzan eid ki mubarakbad
3402,3403,Bhaiya plz ek bar mujhse bat kar lijiye main bachpan apki fan hu aur apko apna bada bhai manti ht
3403,3404,Kya karke jaoge. Aap
3404,3405,"luv u salman ,..aap bht bht great ho..hr din koi na koi kisi k bare me bolta rehta..ese logo pr koi vishwas ni krta..unke bolne se hi hme sikhna cahiye pdai kitni jruri h n soch smjhkr bolna b."
3405,3406,English ki maa behen ho gayi Bhai :v
3406,3407,very good bhai mujy thori bohat samj lg rhi hai
3407,3408,sallu bhai rockz
3408,3409,Salman sir hme pta h. W8
3409,3410,wee belive u salman
3410,3411,Bhai hum aap par poora trust karte hai aur humme pta hai kabhi galat nahi karoge
3411,3412,SK bhai aap shaddi kab karoge muje aap ke son ko dekhna hy
3412,3413,Salmam sir hmesha apko to hi follow krtee h hmm. Apko dekh kr hi sikha h ki dusro ki heLP krna kya hota h. Dil ko khusi milti hh ab jana hmnee
3413,3414,Hum to apko apni jaan maante hai
3414,3415,kya ho gyaa ?
3415,3416,Salman bhai don't worry. Aane do salo ko aisa khinch ke denge ki bhool jaayenge ki saans kaha se le aur pa#*e kaha se..
3416,3417,Bhai..don't worry
3417,3418,love uu salluu
3418,3419,Jise bhi apne profile pic par 100+ like lena hai add kar ke massege karo only indians
3419,3420,nyc sallu bhai..
3420,3421,Apake upar bharosa hai.. ..bhai! Aap koi galat kam nahi kar sakte.. .. !
3421,3422,BAJRANGI BHAIJAAN 700 CRORE!!
3422,3423,I'm wid u
3423,3424,Aabhe salman bhai ko suna mat lagaao vo kisi ki sunne vala nahi voto jo manme aaye vo karega bhai
3424,3425,Md noman teri behan hai wahan pe
3425,3426,Salman je plz kbhi to rply kiya kro tbhi pta chal e ga ki aap bhi apne fens se pyar krte ho
3426,3427,salman bhai jaan friend request plz
3427,3428,Kha h aap pls kbhi aek msv kr dijiye plss I realy miss u
3428,3429,yes bhaijan hm ap k sath hai
3429,3430,hamy apky real life se koi sarokaar nahi. ap actor hu aur apki mvz dekty hai thats it baqe ju karu ya na karu ur life
3430,3431,sahi h bhai good evning salman sir
3431,3432,Shadi kr lo wrna firr na hogi
3432,3433,Shadi nhi hogi yaar aur kya
3433,3434,Niki varma tum bhi bol lo
3434,3435,Salman gadi aaram se chlana ab wrna jai..l
3435,3436,are yah madhar chud kiya dega iski to me ma chud dunga agar yah mil jaye yah madhar chud islam ka dusman ha is sale ko bech rod per lakar goli mar du ise mar duge to zanat miljayegi kiyu ki yah madhar chid islam ka dusman ha
3436,3437,Pta h. Ye sab fake news ghum ri h aj kal. Bt shayad flm pe iska asar padh sakta h. Ap wts ap pe vdo share kro k apne kuch ni bola muslims k khilaf. Insha allah sab thk ho jaega
3437,3438,Hy tamanna i wnt 2 frndship wth u
3438,3439,salman bhaiya aap shadi kab korogi? me apki shadi ki barat me jana chahta hu
3439,3440,Sallu kya likha hai kuch samajh nhi aaya
3440,3441,Salman Bhai jaan hamare dil me basa hei
3441,3442,ilove u .. bai.. .. im soo sad ur arresst..
3442,3443,hi bhaijaan apko apki film bajrangi bhaijaan aur eid ki advaance mai bdhaai love u bhaizaan
3443,3444,Mera Islam mera mazhab. Ik allha ik qhuran . Tu kya samjaye ga hume
3444,3445,Are yar to to me ghar aawunga bhai biryani khane aa sakta hu na bhai
3445,3446,bhai mein aur hamara kolkata ke sabhe log appka film zarur dekhaga
3446,3447,pls all frendns wach an the movie bhai ne Yeh harare liya present kiya sab log pls Yeh film dekha yaaya
3447,3448,Chance bhut kam hai mai dekhsakti hoon ya nahi
3448,3449,bhai utha lo isko
3449,3450,khud ko fans bolte hai lekin kabhi fans ban nhi sakte kyuki kabhi kosis hee nhi ki samjhne ki bhai ko
3450,3451,Please everyone watching bajrangi bhaijaan..agar ap bhai ke fan ho to eidi to jarur dena bhai ko movie dekh kr
3451,3452,SALMAN bhai ap tenshan mt lo apki movei supar dupar hit hai kuch m k l or kuch b k l hai jo apni (G) mra rhey hai or jo mra rhey hai vo bhi apki movei dekey gey mgr adath hai na suleymani kida jo ghusa hai..:)
3452,3453,Ye sab fake baatein h bhai sbhi religion key bht respect karte h or wo kbi kisi ko hurt nhi karte don't miss bajrangi bhaijaan movie m to jaonga first day or first show
3453,3454,aage aane wale time me tumko dekha de ge tumari aukat
3454,3455,Pak ka movie flop hoji ??
3455,3456,Hmto chdnge nai bhai ki movie 1st day 1st show
3456,3457,"Bhai tum tention mat lo apke real fans jo pata ye ghatia harqat kisi aur ki hai , we have faith on u bhaii..??"
3457,3458,? belive of course buddy..i believe in your heart ..hameshaa buddy hameshaa..i love uu <3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3
3458,3459,Sir apse milna hi h mujhe kaise bhi karke mujhe bht tklif hoti h sir schme ab or nahi saha jata agr aap samjh skte ho to please mujhe jarur milna h..apki fan Geeta Rawat..
3459,3460,Salman apke fans pahle apka dharm nhi..apke Indian pahle hone ki vajah se pasand karte h. Aur apke sbhi chahne wale ka koi bi dharm ho.salman aap Hiro ho unke
3460,3461,aj ki party bhaijaan ki taraf se.
3461,3462,Hii bajrangi bhai jaan
3462,3463,being human ka aslee avtaar. salman bhaii aap aur aap kay dad lakhon karoron logon ki duaa letay ho. mashAllah ..subhanAllah. stay blessed always admin aamir ahmed
3463,3464,Kaya hal salman bahi kamal karte ho pande g
3464,3465,Salman bhai main apki baat ko samj saktahu aur yeh sab jhut hai
3465,3466,Logon ka to kaam hi hai afwah failana
3466,3467,Muslmano ki beizti ki hai is film mai
3467,3468,mainu pura bharosha hai ki apki movie sare record tod degi
3468,3469,koi gal nai mujhe pata hai aap bahut busy rahte hai all the best veerji
3469,3470,Es i love ka ryply tab tak ayga jab tak tum kuch nhi khta
3470,3471,gdnt salman khan.kash ap reply karte.
3471,3472,Salman bhai i love you nikhil raj hemanshu raj nikhil par frend request kijiye ga salman bhai pls pls pls
3472,3473,"jada pine se accha , todi si piyo na bina pani ke , paise ki bhi bachat aur pani ki bhi. kya bolte ?"
3473,3474,Koy musalmaan ye film nahi dekhe ga ye film flop hogi
3474,3475,Me aapki bhut badi fen hnu sar.aap aek baar muje bhi kuch riply karna.p
3475,3476,Bhai don't worry
3476,3477,"K bole6e,..Tui ki janis anti religiÃ²us film kake bole,.."
3477,3478,eid mubarak ho bhai jaan love u
3478,3479,Osm mubi super duper hit sir 500 ke kam se jada kamaygi ye film sir
3479,3480,piz contect me
3480,3481,luv u bhai waiting__
3481,3482,Shopkeeper khai ka
3482,3483,I don't know bt I want to ask.. K log bol rahe hai k salman ne bola hai k mujhe apni film hit krne k liye musalman log ki zarurt nhi.. Agr aapne aisa bola hai to movie eid me q release kr rahe hai eid baad karo
3483,3484,i am bigg fan of salman khan iam pakistani love love uu salman khan
3484,3485,assalamualaikum .. salman bhai me ye puchna chahti hu k jo baate sunne ko milri hei muje is film se related. kya aapne sach me esi koi baat boli hei ya ye sab rumors hei .. plz tel bhai jaan
3485,3486,Salman sir aapki movie hit hogi
3486,3487,Book kr diya bhai
3487,3488,zakat milegi is eid pe
3488,3489,Okk..bajrangi jaan
3489,3490,Kab aayegi yeh eid..
3490,3491,Bhaijan ak hi hain..SALMAN..
3491,3492,salman bhai jay ho
3492,3493,Salmanu mashallah Bahut hamsome ho!!khush raho!!
3493,3494,aapne achha nahi keya
3494,3495,jay jay bajrngi bhai jaan
3495,3496,Me tumari movie nahi dekoga jabtak ke app mujse batnahi karte
3496,3497,mast movie hai Bhai
3497,3498,Love uu bajrangi bhaijaan
3498,3499,Nitin Saxena bhai order krdia kya??
3499,3500,Superb mand bloing
3500,3501,"sab ki aan sab ki shan sab ka ek bhai jaan ,,my bro salman khan"
3501,3502,"Salman sir evry1 says m ur die heart fan, ,bt m ur huge huge huge huge huge huge crazy crazy die heart fan of urs"
3502,3503,luv u soo much salman..aap ke fans hmesha aap ke saath he..
3503,3504,Bhaijaan of bollywod salman bhai
3504,3505,Bhaijan love uu
3505,3506,mujhe mil gaya haii..
3506,3507,Salman kaso ho
3507,3508,Bahut kam logo ko saccha pyar milta h
3508,3509,Assalam walekum bhai
3509,3510,"Salman ji aapki film super duper hit ho.sare record break kre.Ginnes book of record me naam ho jaye aapki film ka.Aap reply kro ,ya na kro ham to aapke liye pray krte hi rahenge.Amen!!"
3510,3511,Kya haal hain..pawan kumar chaturvedi g..urf. bajrangi bhai bhajaan
3511,3512,Tu madharchod hai
3512,3513,Sallu bhaijan ki jai ho sallu bhai pure hindustan ka tiger
3513,3514,Trailer dhaansu hai yaar
3514,3515,Trailer dhannsu hai bhai
3515,3516,Nice meri jaan
3516,3517,Eid mubarak Mian Salman vai
3517,3518,I love you salman khan my aap ki bhut bhut jada fan hu
3518,3519,dosto yai flim tho fulle hit pef hit hoge
3519,3520,Nawaj ne tohh kick bcha li iss baar dekhte h
3520,3521,salman khan aap pakistan aa rahan par kon se city aya ga plz plz humko bhi aapse milena han plz plz batyan na
3521,3522,Pori dunya tumhari fan nahi hai to ziyada ochlo mat agar tum harai fan ho to wo sirf india or pakistan ho ga ya pir AK or mulk pori dunya nahi Mari sister tumhai pehlai like krtiti per ab nahi she is right you are salfish
3522,3523,blockbaster movie bajrangi bhaijaan..
3523,3524,Salman bhai 1 no
3524,3525,gud see vaaijaan
3525,3526,bhai aapki ye movie chhappar far dega ;)
3526,3527,Bhai jaan locket badiya a
3527,3528,Supr salman bhaijan
3528,3529,Super duper hit.rahegi bhai
3529,3530,Wai sale Ismail kutte jyada bhaukana sehat k liye nuksaandayak hai . Amma k pallu me so jaa ab ## boxdk
3530,3531,Pakistan m yeh move nh chil sekte chair parr de hum cinema wallo ko lhr m tu kabhi nh
3531,3532,Abe ismail pakistan me chal v jaegii to 1 cror se jada okat kya h tum logo ki be
3532,3533,Bajrangi Bhaijaan sbka bhai
3533,3534,Tere lahor se mahga hamara gav h be ja apna kam kar
3534,3535,Ye Pakka hit h koi sala rok Ni sakta bhai ke film ko hit hone se
3535,3536,Salman bhai hum to apne bach pan sey like kartey they abibi kartey hai lykin aapne ek baat kah ke hamey naraaz kardiya
3536,3537,salman khan aapne kya kaha h
3537,3538,esaa kyu bolte ho aap
3538,3539,Sbka record todke Salman bhaiJai jai bajrang bali
3539,3540,sala kuti ki olad
3540,3541,i love u soo+00+00+00-00+00+00+00+00+00+0 Mich and u r beautiful+awesome
3541,3542,Ye movie hit hone se ruk he nhi skta h movie hit hoga hit hoga hit hoga--
3542,3543,kisi ko blcne chahiye to apna numbr btao abi 2_ min me blance aayeg
3543,3544,Salman bhai I loveyou
3544,3545,Bhaijaan maine liya hain amazon se
3545,3546,Salman bahot she log aapke baare me galat baat bolte he muje acha nahi lagta
3546,3547,Plz salman bhai ke bare mein ye galt baate mt likho unhone aapka kya bigara h
3547,3548,Rock salman bhaijaan jaisa koi ni
3548,3549,Paglii hy kya tu Aliya Khan mene bola or tu sch man ri hye
3549,3550,oye alia privacy block
3550,3551,"Ha ha ,are yha animals kha se agye sb humans hye padli chshma lga ke dekh"
3551,3552,Mene kitni bar smjhaya tha rat ko chashma mt nikala kro animals njr ate hye ap ko firr
3552,3553,Bhai phela din phela show love u bhai
3553,3554,"Oye hoye kini khrab ldki ,request delete kr dii merii"
3554,3555,Bollwood ki aan baan saan dekho aagaya #Salman_khan movie me karenge Dhamaal kyo ki ye hai #Bajrangi_Bhaijaan
3555,3556,hi sallu bro..
3556,3557,salman bhai bhool gye kya
3557,3558,Mai ho fane aap ki bahut jiada her movi jis Mei aap ho kush ajiv khushi apnapan aap say lagta ha bha bat guan ba say dua karty ha Mai request behg do pls bat Karni ha
3558,3559,I want it i want it i want itt ??
