,Unnamed: 0,ROWID,TWEETS,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
3425,3425,3426,Salman je plz kbhi to rply kiya kro tbhi pta chal e ga ki aap bhi apne fens se pyar krte ho,"if you love salman, please let me know if you love your fans.",2.333333333,positive
3426,3426,3427,salman bhai jaan friend request plz,salmon that japan friend request ply,0,neutral
3427,3427,3428,Kha h aap pls kbhi aek msv kr dijiye plss I realy miss u,"please tell, whats the story of them big puppys .....",1,positive
3428,3428,3429,yes bhaijan hm ap k sath hai,this is the place of god,1,positive
3429,3429,3430,hamy apky real life se koi sarokaar nahi. ap actor hu aur apki mvz dekty hai thats it baqe ju karu ya na karu ur life,i am not concerned with my rightful envelope. i am in a state of mind and i am happy with you.,3,positive
3430,3430,3431,sahi h bhai good evning salman sir,exactly govt evening salmon sir,0,neutral
3431,3431,3432,Shadi kr lo wrna firr na hogi,it will not happen again,0,neutral
3432,3432,3433,Shadi nhi hogi yaar aur kya,will be married and why,0,neutral
3433,3433,3434,Niki varma tum bhi bol lo,nikki worm you speak,0,neutral
3434,3434,3435,Salman gadi aaram se chlana ab wrna jai..l,salmangadi aram se chlan abvarna jai,0,neutral
3435,3435,3436,are yah madhar chud kiya dega iski to me ma chud dunga agar yah mil jaye yah madhar chud islam ka dusman ha is sale ko bech rod per lakar goli mar du ise mar duge to zanat miljayegi kiyu ki yah madhar chid islam ka dusman ha,"oh, this is the enemy of islam, if this is the enemy of islam, then this is the enemy of islam, then this is the enemy of islam.",-2,negative
3436,3436,3437,Pta h. Ye sab fake news ghum ri h aj kal. Bt shayad flm pe iska asar padh sakta h. Ap wts ap pe vdo share kro k apne kuch ni bola muslims k khilaf. Insha allah sab thk ho jaega,पत् ह्। these subfake naves are rotating nowadays. the film manages to entertain as well as inform. apts appe vdo shere kro apne kuchni bol muslims khilaf. insha allah sabhthk ho jayeg,0,neutral
3437,3437,3438,Hy tamanna i wnt 2 frndship wth u,he manna i went 2 friendship with u,0,neutral
3438,3438,3439,salman bhaiya aap shadi kab korogi? me apki shadi ki barat me jana chahta hu,salman bhai aapshadi kab karogi? i am very much in love with you,3,positive
3439,3439,3440,Sallu kya likha hai kuch samajh nhi aaya,"why do you write something, i understand",0,neutral
3440,3440,3441,Salman Bhai jaan hamare dil me basa hei,just go to our hearts,0,neutral
3441,3441,3442,ilove u .. bai.. .. im soo sad ur arresst..,इलोवे उ॥ bai ॥ इम्सोओ सद् उर् अर्रेस्स्त्॥,0,neutral
3442,3442,3443,hi bhaijaan apko apki film bajrangi bhaijaan aur eid ki advaance mai bdhaai love u bhaizaan,hi bhaijan apko apki films bajrangi bhaijan aur eid ki advani,0,neutral
3443,3443,3444,Mera Islam mera mazhab. Ik allha ik qhuran . Tu kya samjaye ga hume,my islam iqlah iqhurn. why do you think,0,neutral
3444,3444,3445,Are yar to to me ghar aawunga bhai biryani khane aa sakta hu na bhai,i can&#39;t even come home and dig biryani,0,neutral
3445,3445,3446,bhai mein aur hamara kolkata ke sabhe log appka film zarur dekhaga,all people of bhai mein and hamar kolkat will definitely see their film.,0,neutral
3446,3446,3447,pls all frendns wach an the movie bhai ne Yeh harare liya present kiya sab log pls Yeh film dekha yaaya,please all friends with and movie bhai nehy herry liy presentation sublight please watch this movie,1,positive
3447,3447,3448,Chance bhut kam hai mai dekhsakti hoon ya nahi,i am not happy to see you,3,positive
3448,3448,3449,bhai utha lo isko,bhai uth lo isco,0,neutral
3449,3449,3450,khud ko fans bolte hai lekin kabhi fans ban nhi sakte kyuki kabhi kosis hee nhi ki samjhne ki bhai ko,"i speak to myself, but i can never say that because sometimes i feel that i have to understand",0,neutral
3450,3450,3451,Please everyone watching bajrangi bhaijaan..agar ap bhai ke fan ho to eidi to jarur dena bhai ko movie dekh kr,"if you have any questions, please feel free to contact us at playstation averyone watching bajrangi.",1,positive
3451,3451,3452,SALMAN bhai ap tenshan mt lo apki movei supar dupar hit hai kuch m k l or kuch b k l hai jo apni (G) mra rhey hai or jo mra rhey hai vo bhi apki movei dekey gey mgr adath hai na suleymani kida jo ghusa hai..:),"salman bhai, your mission partner is your best friend, you are the best of all, who is your loved one, who is the one who is willing to give you what you want to give. ॥ :)",2.5,positive
3452,3452,3453,Ye sab fake baatein h bhai sbhi religion key bht respect karte h or wo kbi kisi ko hurt nhi karte don't miss bajrangi bhaijaan movie m to jaonga first day or first show,these are just some of the goal setting shareware that you can use.,0,neutral
3453,3453,3454,aage aane wale time me tumko dekha de ge tumari aukat,you will see you in the future ahead of you,0,neutral
3454,3454,3455,Pak ka movie flop hoji ??,pakvi mowiye flop hojie ??,-2,negative
3455,3455,3456,Hmto chdnge nai bhai ki movie 1st day 1st show,hmto chdnge nai bhai ki moviye 1 stday 1 st show,0,neutral
3456,3456,3457,"Bhai tum tention mat lo apke real fans jo pata ye ghatia harqat kisi aur ki hai , we have faith on u bhaii..??","if you have any questions, please feel free to contact me.",1,positive
3457,3457,3458,? belive of course buddy..i believe in your heart ..hameshaa buddy hameshaa..i love uu <3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3,? believe of course muddy..i believe in your heart ..hameshaa muddy hameshaa..i love up <3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3,3,positive
3458,3458,3459,Sir apse milna hi h mujhe kaise bhi karke mujhe bht tklif hoti h sir schme ab or nahi saha jata agr aap samjh skte ho to please mujhe jarur milna h..apki fan Geeta Rawat..,"no matter how you want me to meet you, i am overwhelmed.",0.3333333333,positive
3459,3459,3460,Salman apke fans pahle apka dharm nhi..apke Indian pahle hone ki vajah se pasand karte h. Aur apke sbhi chahne wale ka koi bi dharm ho.salman aap Hiro ho unke,salman prefers his religion because he is the first indian. and whoever loves you is a non-believer. salman is their hero.,2,positive
3460,3460,3461,aj ki party bhaijaan ki taraf se.,from the side of ajay pratiya bhaijaan.,0,neutral
3461,3461,3462,Hii bajrangi bhai jaan,just go to bajrangi,0,neutral
3462,3462,3463,being human ka aslee avtaar. salman bhaii aap aur aap kay dad lakhon karoron logon ki duaa letay ho. mashAllah ..subhanAllah. stay blessed always admin aamir ahmed,beinghumanka aslee avatar. please be patient and pray for yourself and your loved ones. मशल्लह् ॥सुभनल्लह्। sty blessed always admin amir ahmed,1.666666667,positive
3463,3463,3464,Kaya hal salman bahi kamal karte ho pande g,what a wonderful way to screw people over,4,positive
3464,3464,3465,Salman bhai main apki baat ko samj saktahu aur yeh sab jhut hai,"salman, i can understand your point and that&#39;s all",0,neutral
3465,3465,3466,Logon ka to kaam hi hai afwah failana,"logonke is working, it is awesome",4,positive
3466,3466,3467,Muslmano ki beizti ki hai is film mai,muslmano&#39;s dishonesty is in this film,0,neutral
3467,3467,3468,mainu pura bharosha hai ki apki movie sare record tod degi,mainu pur bharosh is that your moiviye sare re cord ord todgi,0,neutral
3468,3468,3469,koi gal nai mujhe pata hai aap bahut busy rahte hai all the best veerji,koi galai i know you are very busy,0,neutral
3469,3469,3470,Es i love ka ryply tab tak ayga jab tak tum kuch nhi khta,"if you have been outbid, you have the opportunity to continue bidding.",2,positive
3470,3470,3471,gdnt salman khan.kash ap reply karte.,gdnt salman khan.,0,neutral
3471,3471,3472,Salman bhai i love you nikhil raj hemanshu raj nikhil par frend request kijiye ga salman bhai pls pls pls,salman bhai e love yu nikhil raj hemanshu raj nikhil per friend request kiji g salman bhai plus plus plus,3,positive
3472,3472,3473,"jada pine se accha , todi si piyo na bina pani ke , paise ki bhi bachat aur pani ki bhi. kya bolte ?","even if you don&#39;t drink, you can save money or anything. what do you say",2,positive
3473,3473,3474,Koy musalmaan ye film nahi dekhe ga ye film flop hogi,"koi musselman will not see this film, this film will be a flop.",-2,negative
3474,3474,3475,Me aapki bhut badi fen hnu sar.aap aek baar muje bhi kuch riply karna.p,"if you have any questions, please feel free to contact me.",1,positive
3475,3475,3476,Bhai don't worry,that don't worry,-3,negative
3476,3476,3477,"K bole6e,..Tui ki janis anti religiÃ²us film kake bole,..","k बो bole ६ a, ॥utui ki janissi anthi rāligi",0,neutral
3477,3477,3478,eid mubarak ho bhai jaan love u,eid mubarak is well known,0,neutral
3478,3478,3479,Osm mubi super duper hit sir 500 ke kam se jada kamaygi ye film sir,osm mubi super duper hitti ser ka 500 k jd kamayagi this film only,3,positive
3479,3479,3480,piz contect me,pin contact me,0,neutral
3480,3480,3481,luv u bhai waiting__,lui u that waiting,0,neutral
3481,3481,3482,Shopkeeper khai ka,shopkeeper khai a,0,neutral
3482,3482,3483,I don't know bt I want to ask.. K log bol rahe hai k salman ne bola hai k mujhe apni film hit krne k liye musalman log ki zarurt nhi.. Agr aapne aisa bola hai to movie eid me q release kr rahe hai eid baad karo,"i don&#39;t know knov bt vant to aska who is saying that salman has said that i do not need muslims to get my film. if you speak like this, then how are you doing in ayid?",2,positive
3483,3483,3484,i am bigg fan of salman khan iam pakistani love love uu salman khan,i am big fan of salmon khan am pakistani love love up salmon khan,2.5,positive
3484,3484,3485,assalamualaikum .. salman bhai me ye puchna chahti hu k jo baate sunne ko milri hei muje is film se related. kya aapne sach me esi koi baat boli hei ya ye sab rumors hei .. plz tel bhai jaan,अस्सलमुअलैकुम्॥ i would like to ask you to listen to what i have to say. are you really talking about such a thing? please go for oil,1.5,positive
3485,3485,3486,Salman sir aapki movie hit hogi,salman will be your best friend,3,positive
3486,3486,3487,Book kr diya bhai,bookkrdiya bhai,0,neutral
3487,3487,3488,zakat milegi is eid pe,zakat milegi isid pe,0,neutral
3488,3488,3489,Okk..bajrangi jaan,ओक्क्॥बज्रङ्गी जान्,0,neutral
3489,3489,3490,Kab aayegi yeh eid..,this will be aided,0,neutral
3490,3490,3491,Bhaijan ak hi hain..SALMAN..,भैजन् अक्हि हैन्॥सल्मन्॥,0,neutral
3491,3491,3492,salman bhai jay ho,hail salman,2,positive
3492,3492,3493,Salmanu mashallah Bahut hamsome ho!!khush raho!!,"salmanu mashallah, we are very happy !! be happy !!",3,positive
3493,3493,3494,aapne achha nahi keya,why don&#39;t you,0,neutral
3494,3494,3495,jay jay bajrngi bhai jaan,jai jai bajrangi bhai jaan,0,neutral
3495,3495,3496,Me tumari movie nahi dekoga jabtak ke app mujse batnahi karte,i will not give you any permission to confess my confession to the seizure,0,neutral
3496,3496,3497,mast movie hai Bhai,hello mooviye hai bhai,0,neutral
3497,3497,3498,Love uu bajrangi bhaijaan,"lowe, he&#39;s a burglar",0,neutral
3498,3498,3499,Nitin Saxena bhai order krdia kya??,nitin sakshen bhai order krdia kya ??,0,neutral
3499,3499,3500,Superb mand bloing,superb blowing,5,positive
3500,3500,3501,"sab ki aan sab ki shan sab ka ek bhai jaan ,,my bro salman khan",know all about,0,neutral
3501,3501,3502,"Salman sir evry1 says m ur die heart fan, ,bt m ur huge huge huge huge huge huge crazy crazy die heart fan of urs","salmon sir very says m or die heart fan, ,it m or huge huge huge huge huge huge crazy crazy die heart fan of us",0.1666666667,positive
3502,3502,3503,luv u soo much salman..aap ke fans hmesha aap ke saath he..,luv u soo muchsalman.,0,neutral
3503,3503,3504,Bhaijaan of bollywod salman bhai,bhaijan of bollyvod salman,0,neutral
3504,3504,3505,Bhaijan love uu,bhajanlove he,0,neutral
3505,3505,3506,mujhe mil gaya haii..,i got milk॥,0,neutral
3506,3506,3507,Salman kaso ho,how is salman?,0,neutral
3507,3507,3508,Bahut kam logo ko saccha pyar milta h,most people find true love,3,positive
3508,3508,3509,Assalam walekum bhai,assalamvalekumbhai,0,neutral
3509,3509,3510,"Salman ji aapki film super duper hit ho.sare record break kre.Ginnes book of record me naam ho jaye aapki film ka.Aap reply kro ,ya na kro ham to aapke liye pray krte hi rahenge.Amen!!",salman ji your film is super duper hitta. all re cord briac kre.,3,positive
3510,3510,3511,Kya haal hain..pawan kumar chaturvedi g..urf. bajrangi bhai bhajaan,क्य हाल हैँ ॥पवन् कुमर् चतुर्वेदि ग्॥उर्फ़्। bajrangi bhai bhajan,0,neutral
3511,3511,3512,Tu madharchod hai,you are sweet,2,positive
3512,3512,3513,Sallu bhaijan ki jai ho sallu bhai pure hindustan ka tiger,sallu bhajan ki jai ho sallu bhai pure hindustanka tiger,0,neutral
3513,3513,3514,Trailer dhaansu hai yaar,trailer is a dude,0,neutral
3514,3514,3515,Trailer dhannsu hai bhai,trailer is blessed,0,neutral
3515,3515,3516,Nice meri jaan,i don&#39;t know,0,neutral
3516,3516,3517,Eid mubarak Mian Salman vai,eid mubarak mian salmani,0,neutral
3517,3517,3518,I love you salman khan my aap ki bhut bhut jada fan hu,"i love you, salman khan, my ghost",1,positive
3518,3518,3519,dosto yai flim tho fulle hit pef hit hoge,friends or flim tho fulle hitt pef hitt be,0,neutral
3519,3519,3520,Nawaj ne tohh kick bcha li iss baar dekhte h,navajne tohh ki cch bch li isbar dekhte ha,2,positive
3520,3520,3521,salman khan aap pakistan aa rahan par kon se city aya ga plz plz humko bhi aapse milena han plz plz batyan na,"salman khan, if you want to come to pakistan, why don&#39;t you come to me, please, please, please, please, please, please, please, please, please, please, please, please",1,positive
3521,3521,3522,Pori dunya tumhari fan nahi hai to ziyada ochlo mat agar tum harai fan ho to wo sirf india or pakistan ho ga ya pir AK or mulk pori dunya nahi Mari sister tumhai pehlai like krtiti per ab nahi she is right you are salfish,"if the world is not yours, then if you want to be happy, then it is just india and you can be a part of it.",2,positive
3522,3522,3523,blockbaster movie bajrangi bhaijaan..,blockboster movie bajrangi bhaijaan.,0,neutral
3523,3523,3524,Salman bhai 1 no,salmon that 1 no,-1,negative
3524,3524,3525,gud see vaaijaan,gud se saejean,0,neutral
3525,3525,3526,bhai aapki ye movie chhappar far dega ;),"bhai, you will get it now;)",0,neutral
3526,3526,3527,Bhai jaan locket badiya a,please know,1,positive
3527,3527,3528,Supr salman bhaijan,supersalman bhaijan,0,neutral
3528,3528,3529,Super duper hit.rahegi bhai,it will be a good afternoon,3,positive
3529,3529,3530,Wai sale Ismail kutte jyada bhaukana sehat k liye nuksaandayak hai . Amma k pallu me so jaa ab ## boxdk,well ismail dogs are more vulnerable to physical disabilities. go to sleep in amm k pallu,-2,negative
3530,3530,3531,Pakistan m yeh move nh chil sekte chair parr de hum cinema wallo ko lhr m tu kabhi nh,pakistan is one of the most popular cities in the world.,3,positive
3531,3531,3532,Abe ismail pakistan me chal v jaegii to 1 cror se jada okat kya h tum logo ki be,abe ismail pakistan will play in 1 c row,0,neutral
