,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
3573,bhai jan dua hei&#39;s appki film soopar doopar hite ho.,0,neutral
3574,please salute me in the truth,0.5574,positive
3575,supr sallu bhai,0,neutral
3576,looking hot salmon..,0,neutral
3577,"inshallah joobi ho gaya for come,",0,neutral
3578,if you do not pray for your muslim,-0.2411,negative
3579,"i love you, i will always be with you",0.6369,positive
3580,"only in the age of ser, i am your body",0,neutral
3581,mussalmano plays open ayes salman khan is the target of only nafrat,0.25,positive
3582,super super super salmon that,0.9136,positive
3583,janno ki jaan bajrangi bhaijan.,0,neutral
3584,gold escape,0.1779,positive
3585,greetings,0.4215,positive
3586,salu g plz xkr btrkn mjhse aidh se pehle he meri aidh 0 jaige pljj,0.0772,positive
3587,movie to hit to hogs sure that i movie wo v did pe,0.3182,positive
3588,salmon flap ab,0,neutral
3589,may allah bless you. ameen.,0.4215,positive
3590,shahid kapoor did not invite you @ bb,-0.1139,negative
3591,very very nice traitor,0.5222,positive
3592,"please tell, whats the story of them big puppys ........... bhai lowe u always",0.4215,positive
3593,less leg than nava mowie 200c rore,0,neutral
3594,superhit 800 cross,0,neutral
3595,less than 300c rough aram,0,neutral
3596,"n c tobe thieseid away ,, aidmubarak",0,neutral
3597,the lesson is clear,0.3818,positive
3598,salu v e your biggest fanjai bajrangi bhaijan,0,neutral
3599,very very niece tailor,0,neutral
3600,i am your ex,0,neutral
3601,osmpicallu,0,neutral
3602,lowe oo salu,0.128,positive
3603,ooops vover,0,neutral
3604,only in a hurry,0,neutral
3605,everybody&#39;s got a lot of fun,0.5106,positive
3606,salmon sir..<3,0,neutral
3607,गुद्लु c क् जि॥ may allah be pleased with you. allah hafis,0.4404,positive
3608,it&#39;s hard to be friends with someone you don&#39;t love.,0.7845,positive
3609,advnc ed ed mubarak,0,neutral
3610,i am a father,0,neutral
3611,"sir e. lowe. i love you, sir. give me whatever condition you have. i am from sir haryan. sir 99 1865726",0.6908,positive
3612,that is suprab salman khan?,0,neutral
3613,"# son, what are you talking about?",0,neutral
3614,to do good to me is to do good to others,0.7003,positive
3615,salmon,0,neutral
3616,multiple sacrifices are being made,0,neutral
3617,भिजान् एइद् मुभरक्॥,0,neutral
3618,bajrangi bhaijan 347 c aror box offffi c,0,neutral
3619,salman khan tum kafir ho muslim muslim ko bagatai ho sharam karo ajbe teizi se pillnai val religion islam,0,neutral
3620,my heart is brother,0.6369,positive
3621,what is the name of the original fbp?,0.3182,positive
3622,"i am looking after you, how are you interested? . . . . !",0.4574,positive
3623,what do you think about shaidi? you will be able to do this or you will be covered again. i&#39;m very tired.,-0.4927,negative
3624,"daddy is shopping, but ammi is shopping",0,neutral
3625,salman agar did not respect me neither. ter mer kiss khatam finish,-0.5975,negative
3626,salmon tu reply q ni war rah please please,-0.0772,negative
3627,pleas salman tu to janta hai tere paige pe kise kaise loga hai chi aap apaalappi do not playa,0,neutral
3628,"salman, it is closed by a lot, but i just love you",0.7783,positive
3629,aid mubarak ho bahi,0,neutral
3630,nothing was reported,0,neutral
3631,imrohit vasfod,0,neutral
3632,salle sab kr krat hai agar om omment padh hai to sonle kuch people dill bhi bohut bur todh hai abtexare see the first show but isbaar tone dill todhdiya salo,0,neutral
3633,immortal big fan.,0.5106,positive
3634,how are you called?,0,neutral
3635,sb salman doshi kyu keh keh hai. look at yourself sbh,0,neutral
3636,tri ma ka choot,0,neutral
3637,"today, there is no one-size-fits-all approach.",-0.296,negative
3638,i love you salmon sir harsh main lapse beat war path..i miss you..<3,-0.4939,negative
3639,एक सल्मन् हज़ारोन् मेहमन्॥हहहहहह् ॥सबक हाल एक्जस बोलो क्या होग ??,0,neutral
3640,salman sir ki chandi hi chandi (:,0.4939,positive
3641,salman tum garibo k dajjhjte ho you are grteman,0,neutral
3642,he bodyguard you my friend.love you..,0,neutral
3643,"i&#39;m a superhero, i&#39;m a fan, i&#39;m a fan, i&#39;m a fan, i&#39;m a fan, i&#39;m a fan.",0.8591,positive
3644,the story of the film is cool and you are cool too.,0.5574,positive
3645,i hate u salman khan tum jes man,-0.5719,negative
3646,"सल्मन् खन् भै c अन्&#39;त् विअत्॥विश् आज् हेए फ़्रिदय् हो॥ bajrangi bhaijanan in advan c a, eid mubarak",0,neutral
3647,eid mubarak salman,0,neutral
3648,happy eid to you,0.5719,positive
3649,eid mubarak fear,-0.4939,negative
3650,akkam kk jess,0.3612,positive
3651,i was feeling sorry,0.0516,positive
3652,"rahat awar awake tujhushe she kahn chahmujh me teri abhi ter teri jaan hai, i love you",0.6369,positive
3653,how are you salman sarik?,0,neutral
3654,your movie will run at 350 c,0,neutral
3655,"bad karna chanti hoon is not a problem, everyone is sleeping mammya and chhoti is quick to get married, and in rat, it is 12 years old, so it is easy to sleep in the twilight.",0.2315,positive
3656,nissipac salmandi.,0,neutral
3657,sallu ujst fav,0.4588,positive
3658,bhai moviye is not interested,-0.3089,negative
3659,best after..salmon khan,0.6369,positive
3660,i love salmon khan i love india,0.8555,positive
3661,aid mubarak and hitta (film) mubarak advanca.,0,neutral
3662,"300, core intra allah",0,neutral
3663,"what is the best way to get rid of acne scars? insha&#39;allah, not once. the rest of the people are also unique.",0.6369,positive
3664,we have met and i have ordered jai bajrang bali,0,neutral
3665,but of luck dear salmon khan ..<3,0.8126,positive
3666,abhe yehreally salman ki idhkya,0,neutral
3667,or do you just have to be more discriminating with the help you render toward other people?,0.4019,positive
3668,it&#39;s up to you to decide,0,neutral
3669,if you want to know more about mubarak supose 6c aror in bajrangi,0.0772,positive
3670,veri nca songge bhar do jholi salman bhaijan 0949280109 plz plz plz plz plz,0.3612,positive
3671,"main upsi hone chati honpon ki stole and teri stale we exclusive in delhi, i am so proud that i am mocked by j. so godblass.",0.4924,positive
3672,eid mubarak is from fawurite salman khan,0,neutral
3673,"in this film, salman has made a boo of hindu people, he has started the life of bajrang",0,neutral
3674,many people have opposed their salman bhi muslims.,0,neutral
3675,"you and greets salman sir, you are the first to become a human being.",0.1531,positive
3676,sal salmantare is ok why is hmchutya gandu क् one time that it is good,0.6249,positive
3677,"out of 2 15 big flop flog films, the film will be flop flop flame and koi musalman.",-0.7351,negative
3678,teri maa ki and teri bahan ki bur bather mater chood,0,neutral
3679,wow! bajrangi bhaijan will be superhit. i pray to god that this film will be super-duperhit.,0.8172,positive
3680,the movie will be a blockbuster,0.5994,positive
3681,super is boss,0.5994,positive
3682,eid mubarak bhai jaan e miss u e miss u,-0.296,negative
3683,"god willing, the film bajrangi bhaijan south theater may be released.",0.2732,positive
3684,mere bhasijn namaskar in trailer,0,neutral
3685,randyko bann to film kaab relais horah hein,0,neutral
3686,"salman, you are the one who lives in the industry and there is no other.",-0.296,negative
3687,salman ji is the only one,0,neutral
3688,why do you think that it will be good for you?,0.4404,positive
3689,"brother, they are left to continue with you as soon as possible.",0,neutral
3690,be patient and be happy,0.5719,positive
3691,"muslim bolte, who is coming to saram",0,neutral
3692,salman kuthe dine islam&#39;s gaddar is worse than the hudud of sharam o hay,-0.4767,negative
3693,bad flop ho teri mvsle bajrangi jake c astchng krfle h,-0.7096,negative
3694,eid mubarak is your brother,0,neutral
3695,you..hit hit nd hits,0,neutral
3696,lol haramzdya apnayu mussalmano ko zillya kya allah apko hidayat kare amain,0.4215,positive
3697,thank you. the most beloved gift i have ever received. bajrangi bhaijan.,0.8508,positive
3698,happy did salmon sir,0.5719,positive
3699,bhai bajrangi bhaijan pendant mil mujhe. thank you,0.3612,positive
3700,i don&#39;t know. i only came to mumbai to meet you.,0,neutral
3701,hi salman vizhan eid mubarak aapki movi achi chalegi e like u lee,0.3612,positive
3702,him hot touching movie,0,neutral
3703,that'great movie,0,neutral
3704,ish v a vray vya happya aid mubarak.,0,neutral
3705,see mowieu kensu agye yarvereya good mowie,0.4404,positive
3706,may eid be blessed,0.5994,positive
3707,bhai fadu hai,0,neutral
3708,faddu trailer bhaijan. ॥,0,neutral
3709,superstar salmon that,0,neutral
3710,lowe&#39;s brother salman khan,0,neutral
3711,hee variecca॥ salman only apko meri taarf aid ki baht bhat subkhamnayen॥,0,neutral
3712,flop. tired moovie bigg flow [,-0.6486,negative
3713,trailer is a bit bad. nd haro is also in the handsome,-0.0772,negative
3714,some trailer <3,0.4404,positive
3715,"koi dusra namai mil kya, is se pehle bhi hero naam kayi film pitti chukki hai",0.5574,positive
3716,won&#39;t you escape to islam?,0.1779,positive
3717,salman bhai ki producae ki huvi moviye achi na ho ahs ho hi ni skt.,0,neutral
3718,जाब्र्द्स्थ् भै जान्॥,0,neutral
3719,hurkuchh ultimate ..blockbuster,0.5994,positive
3720,supper salmon khan..,0,neutral
3721,nice salmon brow,0.4215,positive
3722,देख्लिय भैजान्॥ masth,0,neutral
3723,"there is nothing to be said, only i am happy to have a new hero. superhett bay bay of salman 4",0.8074,positive
3724,the app&#39;s download link moved,0,neutral
3725,k mehu hero ter 4 amzing song,0.5574,positive
3726,it&#39;s nonsense. just drink your movies. bb500 c rore minimum guaranteed !!,-0.508,negative
3727,that fun has come.,0.5106,positive
3728,hi salman bai,0,neutral
3729,hoar you salmon bad,-0.5423,negative
3730,there seems to be a lack of knowledge. why the credit?,0.0772,positive
3731,सल्मन् भै जिन्दबद्॥लोवे उ भै॥,0,neutral
3732,bajrangi bhai janmachai g abki bardhoo me ahsan,0,neutral
3733,hey brother,0,neutral
3734,bataan bani,0,neutral
3735,super is bhai surj isroc king,0.5994,positive
3736,become useless,-0.4215,negative
3737,1 no trealir that,-0.296,negative
3738,assalmualeykum bhai jaan,0,neutral
3739,salman khan is not there in the trailer.,0,neutral
3740,"if you are a salman, you will see jong movi",0,neutral
3741,yeh rah almoste jel sey bhag mujhrim,0,neutral
3742,"new opera is also installed, i have done abhi usme open",0,neutral
3743,what to write,0,neutral
3744,are you looking or not?,0,neutral
3745,superb floor salmon khan,0.6249,positive
3746,salman khan bolivooad&#39;s shan banchuk b c k b c c b ray bodiguard. extra tiger. dabbng2. how are you? that c. bajrangi bahijan superhithit jaigi 300 fix,0,neutral
3747,some..many salmon khan.,0,neutral
3748,go crazy,-0.34,negative
3749,i also watching this it fabulous movie him,0.5267,positive
3750,less is more,0,neutral
3751,"even if you have saved the child, you must give it.",0.4215,positive
3752,"salman khan ter jo beingh humman ki fashion shov kya ushmin ein model deres pehn thi mein mein allah ki jahte hai, jab se humte se kartne kamene sale salman khan kutt",0,neutral
3753,was trailer with dhasuu fights,-0.4019,negative
3754,multiple income,0,neutral
3755,abeyathu hai tujh par teri film par and your trilayar par.,0,neutral
3756,i she or movie traitor i like or al movie.,0.3612,positive
3757,न्य्क्् c त्रैलेर् भैजान्,0,neutral
3758,"if it is already appealing, then it is not replying.",0,neutral
3759,thank you sir for your films,0.3612,positive
3760,salman is a great filmmaker,0.6249,positive
3761,why are you doing such things?,0,neutral
3762,dog dogs.,0,neutral
3763,salman bhai sooraj pancholi&#39;s offie c alf paige ki linke apne vall pe poste kardeya॥,0,neutral
3764,"sir, can't wait fr #bajrangi_bhaijaan <3",0.4404,positive
3765,feeling so excited fr tomorrow .. :) #bhaijaan <3,0.8439,positive
3766,bhotsahi bhai. भै भै॥ :),0.4588,positive
3767,"if you want to know more about this topic, click here.",0.0772,positive
3768,lagi li ji,0,neutral
3769,go to superb sallu,0.6249,positive
3770,old bast dost gudd lak hames,0,neutral
3771,gdrar avz salmanbhai ki love u sallu,0.6369,positive
3772,i love salmon sir mere no 7535964415 a ka butt tasha fess he i love by,0.802,positive
3773,"salman is looking good, he is looking dirty",0,neutral
3774,i have not taken action,0,neutral
3775,luv u only what is the matter? lovely voi c a. superb idea.,0.8402,positive
3776,देविल् अप्के पि ६ ए॥नि c ए भैजन्,0,neutral
3777,hello #salman,0,neutral
3778,let&#39;s go to lakyu sallu,0,neutral
3779,इ लोवे उ जान म्मूआह्ह् शोन मेर॥,0,neutral
3780,how khushboo tripathi phystya jyogi,0,neutral
3781,verma phone utto yaar ??,0,neutral
3782,"guys, how is my profile going?",0,neutral
3783,"salmansale, you are a thief. bastard dog",-0.7845,negative
